-4.487269999999999648e+00,-8.388960000000000150e+01
-4.487269999999999648e+00,-8.388960000000000150e+01
-4.446990000000000443e+00,-8.381220000000000425e+01
-4.407689999999999664e+00,-8.374500000000000455e+01
-4.366799999999999571e+00,-8.367829999999999302e+01
-4.323509999999999742e+00,-8.361220000000000141e+01
-4.323509999999999742e+00,-8.361220000000000141e+01
-4.323509999999999742e+00,-8.361220000000000141e+01
-4.274399999999999977e+00,-8.354000000000000625e+01
-4.274399999999999977e+00,-8.354000000000000625e+01
-4.225399999999999601e+00,-8.346850000000000591e+01
-4.175629999999999953e+00,-8.339690000000000225e+01
-4.175629999999999953e+00,-8.339690000000000225e+01
-4.120350000000000179e+00,-8.332150000000000034e+01
-4.120350000000000179e+00,-8.332150000000000034e+01
-4.063909999999999911e+00,-8.325079999999999814e+01
-4.063909999999999911e+00,-8.325079999999999814e+01
-4.010469999999999757e+00,-8.318439999999999657e+01
-4.010469999999999757e+00,-8.318439999999999657e+01
-4.010469999999999757e+00,-8.318439999999999657e+01
-3.955360000000000209e+00,-8.312009999999999366e+01
-3.896819999999999951e+00,-8.305639999999999645e+01
-3.837619999999999809e+00,-8.299169999999999447e+01
-3.663679999999999826e+00,-8.279439999999999600e+01
-3.783240000000000158e+00,-8.292659999999999343e+01
-3.070805224498883934e+00,-8.221067121439274672e+01
-2.559579999999999966e+00,-8.175969999999999516e+01
-2.421769999999999978e+00,-8.165479999999999450e+01
-3.663679999999999826e+00,-8.279439999999999600e+01
-3.663679999999999826e+00,-8.279439999999999600e+01
-3.602360000000000007e+00,-8.273009999999999309e+01
-3.544509999999999827e+00,-8.266769999999999641e+01
-3.544509999999999827e+00,-8.266769999999999641e+01
-3.475712761222207625e+00,-8.260592948622621634e+01
-3.475712761222207625e+00,-8.260592948622621634e+01
-3.425734145996383262e+00,-8.253298413000847233e+01
-3.425734145996383262e+00,-8.253298413000847233e+01
-3.364980000000000082e+00,-8.248550000000000182e+01
